,Sentence,Intent,Color,Item
16838,is the yellow shoes expensive ?,Check Availability,yellow,shoes
16839,I would like to buy a jacket is there,Making Order,unknown,jacket
16840,hwwaeyb,unknown,unknown,unknown
16841,byrlmajvvylmpqai,unknown,unknown,unknown
16842,hqttg,unknown,unknown,unknown
16843,krczryhfodxhbks,unknown,unknown,unknown
16844,jiqalmv,unknown,unknown,unknown
16845,gourojsqzokhr,unknown,unknown,unknown
16846,exnexfhxcbgrj,unknown,unknown,unknown
16847,fxscnysbywces,unknown,unknown,unknown
16848,onqez,unknown,unknown,unknown
16849,xu,unknown,unknown,unknown
16850,hylmvpftvgutj,unknown,unknown,unknown
16851,I need to order a skirt is there,Making Order,unknown,skirt
16852,jvuphpcufxndgxwrrud,unknown,unknown,unknown
16853,pbzds,unknown,unknown,unknown
16854,isubinssxtdfpijkwr,unknown,unknown,unknown
16855,vabsqsazlmvvugelmb,unknown,unknown,unknown
16856,eiajjtrkd,unknown,unknown,unknown
16857,iehvvslmdbdn,unknown,unknown,unknown
16858,gcczr,unknown,unknown,unknown
16859,eqjxnvtglmqcbuoxrv,unknown,unknown,unknown
16860,fzxfuoo,unknown,unknown,unknown
16861,xfkietfguopnceju,unknown,unknown,unknown
16862,eazbir,unknown,unknown,unknown
16863,I need to buy a shirt do you have,Making Order,unknown,shirt
16864,glmct,unknown,unknown,unknown
16865,fsflmpqzkgyhpenqx,unknown,unknown,unknown
16866,cwj,unknown,unknown,unknown
16867,nzfjyaqkzchsq,unknown,unknown,unknown
16868,I'd like to order a short i am looking for,Making Order,unknown,short
16869,edraofsaszpi,unknown,unknown,unknown
16870,urxzslmj,unknown,unknown,unknown
16871,I'd like to add a pullover may i ask for,Making Order,unknown,pullover
16872,fekbj,unknown,unknown,unknown
16873,dkhvqys,unknown,unknown,unknown
16874,slmakecxwisnrz,unknown,unknown,unknown
16875,ucwglmfcxfswhlmver,unknown,unknown,unknown
16876,uatdkbbhlmsqqbkytxa,unknown,unknown,unknown
16877,nwhqacuzjuvfqje,unknown,unknown,unknown
16878,ujughdt,unknown,unknown,unknown
16879,I would like to order a jacket is there,Making Order,unknown,jacket
16880,owpt,unknown,unknown,unknown
16881,zwv,unknown,unknown,unknown
16882,hzqfhfyitdf,unknown,unknown,unknown
16883,clmeyg,unknown,unknown,unknown
16884,lmjyhickw,unknown,unknown,unknown
16885,what about a green jeans,Check Availability,green,jeans
16886,psbdkretja,unknown,unknown,unknown
16887,oqsnecy,unknown,unknown,unknown
16888,blmnkdv,unknown,unknown,unknown
16889,hsvrrprwbgnbr,unknown,unknown,unknown
16890,paufbu,unknown,unknown,unknown
16891,vrzbffhg,unknown,unknown,unknown
16892,dfwxlmqsucoeqesitne,unknown,unknown,unknown
16893,gdwqpxlmgh,unknown,unknown,unknown
16894,is there available a gray jeans,Check Availability,gray,jeans
16895,poa,unknown,unknown,unknown
16896,kgzsqarjglmc,unknown,unknown,unknown
16897,is there available a olive t-shirt,Check Availability,olive,t-shirt
16898,zrkqtgtuki,unknown,unknown,unknown
16899,dbigqzszqwanyzea,unknown,unknown,unknown
16900,pjvk,unknown,unknown,unknown
16901,It is talking,unknown,unknown,unknown
16902,i am looking for a cyan hat,Check Availability,cyan,hat
16903,is there a skirt,unknown,unknown,skirt
16904,czplmlmfhxqfh,unknown,unknown,unknown
16905,slmezzxvdg,unknown,unknown,unknown
16906,is the black hat expensive ?,Check Availability,black,hat
16907,is there available a skirt,unknown,unknown,skirt
16908,ptsgfglmsejdgreow,unknown,unknown,unknown
16909,ydhefvfgigwrrcrxqg,unknown,unknown,unknown
16910,ulmqbil,unknown,unknown,unknown
16911,xcb,unknown,unknown,unknown
16912,kodglmrsqigckudw,unknown,unknown,unknown
16913,zpzodvpfxzpoptbstx,unknown,unknown,unknown
16914,how much does a green t-shirt cost,Asking for the price,green,t-shirt
16915,zygnskpyvd,unknown,unknown,unknown
16916,may i ask for a white t-shirt,Check Availability,white,t-shirt
16917,is there available a green jacket,Check Availability,green,jacket
16918,pkfqdypjgvjh,unknown,unknown,unknown
16919,kwucikbtswobthoi,unknown,unknown,unknown
16920,tukkagvtophfbg,unknown,unknown,unknown
16921,shlmnryaqcgvzkb,unknown,unknown,unknown
16922,qkxkkkkeqztd,unknown,unknown,unknown
16923,beqapd,unknown,unknown,unknown
16924,ezlmjbzhhel,unknown,unknown,unknown
16925,xfvae,unknown,unknown,unknown
16926,I would like to order a body i am looking for,Making Order,unknown,body
16927,wonicno,unknown,unknown,unknown
16928,I want to order a t-shirt do you still have,Making Order,unknown,t-shirt
16929,epivzbf,unknown,unknown,unknown
16930,nsecsqosvycszbek,unknown,unknown,unknown
16931,do you still have a purple jacket,Check Availability,purple,jacket
16932,clmcrlmvge,unknown,unknown,unknown
16933,ztiiihqabgqhci,unknown,unknown,unknown
16934,twofdetlmuqfrqoqp,unknown,unknown,unknown
16935,I would like to buy a t-shirt is there available,Making Order,unknown,t-shirt
16936,iwsrtb,unknown,unknown,unknown
16937,I is walking,unknown,unknown,unknown
16938,xttxgb,unknown,unknown,unknown
16939,qieycfxsuio,unknown,unknown,unknown
16940,is there available a red jeans,Check Availability,red,jeans
16941,gybyyebdqagjbg,unknown,unknown,unknown
16942,rslmakxlmisifukq,unknown,unknown,unknown
16943,iprujlmwohyzzji,unknown,unknown,unknown
16944,oetkqbobrdcnn,unknown,unknown,unknown
16945,I need to add a t-shirt is there,Making Order,unknown,t-shirt
16946,hfuaflm,unknown,unknown,unknown
16947,cvkanrotbugcd,unknown,unknown,unknown
16948,ojadfusd,unknown,unknown,unknown
16949,zntunquyausy,unknown,unknown,unknown
16950,tsklmjsjiectrdyzg,unknown,unknown,unknown
16951,kjypryupfevousquskp,unknown,unknown,unknown
16952,py,unknown,unknown,unknown
16953,rqqeoyqczkhfq,unknown,unknown,unknown
16954,jweyv,unknown,unknown,unknown
16955,hsudzesiorscx,unknown,unknown,unknown
16956,odyotiaczofygyfk,unknown,unknown,unknown
16957,bstewbfygdkqnre,unknown,unknown,unknown
16958,kujhclm,unknown,unknown,unknown
16959,kribwv,unknown,unknown,unknown
16960,wvqupjhrpjodvrixqul,unknown,unknown,unknown
16961,cyoswfuqde,unknown,unknown,unknown
16962,oguishhdrgyqkd,unknown,unknown,unknown
16963,what about a gray shirt,Check Availability,gray,shirt
16964,sdftezkv,unknown,unknown,unknown
16965,qqxzjujyk,unknown,unknown,unknown
16966,cdhazgwucjpft,unknown,unknown,unknown
16967,ibwkkccbnnzvaxzap,unknown,unknown,unknown
16968,jjrlmnbbzyruttdfj,unknown,unknown,unknown
16969,zyoks,unknown,unknown,unknown
16970,csnfpbfgjis,unknown,unknown,unknown
16971,hcyasdo,unknown,unknown,unknown
16972,what about a blue jeans,Check Availability,blue,jeans
16973,lmzssvuzlmdi,unknown,unknown,unknown
16974,jhznbrfnpkjutdcywo,unknown,unknown,unknown
16975,nupzrdtiulmdodv,unknown,unknown,unknown
16976,wsxrevbkc,unknown,unknown,unknown
16977,I want to add a can i find,Making Order,unknown,unknown
16978,dnkworugalmbzsc,unknown,unknown,unknown
16979,xhqoqqtrharjfb,unknown,unknown,unknown
16980,sceklmgcib,unknown,unknown,unknown
16981,qqtegihkzp,unknown,unknown,unknown
16982,utqvsrvufskooicpe,unknown,unknown,unknown
16983,pnurgaccdwqhqwsva,unknown,unknown,unknown
16984,I want to order a dress is there available,Making Order,unknown,dress
16985,lmyvcfvelmbb,unknown,unknown,unknown
16986,zdx,unknown,unknown,unknown
16987,jocuhtbapslmx,unknown,unknown,unknown
16988,vczalmygqrkovcbiei,unknown,unknown,unknown
16989,xxqspbvtsugiqlmunj,unknown,unknown,unknown
16990,soiblmgw,unknown,unknown,unknown
16991,cr,unknown,unknown,unknown
16992,xryoxfccdtrobnbf,unknown,unknown,unknown
16993,We were walking,unknown,unknown,unknown
16994,rrxvkhiroetza,unknown,unknown,unknown
16995,frqtsrzojjkwusicedy,unknown,unknown,unknown
16996,hicwdwudycswd,unknown,unknown,unknown
16997,may i ask for a purple shoes,Check Availability,purple,shoes
16998,I'd like to take a jacket is there available,Making Order,unknown,jacket
16999,wnhxoarjhvwpzou,unknown,unknown,unknown
17000,fhxbbgwhaox,unknown,unknown,unknown
17001,lmvtorrceb,unknown,unknown,unknown
17002,nsp,unknown,unknown,unknown
17003,lmopcpiswblmgoo,unknown,unknown,unknown
17004,klmlmsdjctocqg,unknown,unknown,unknown
17005,gcyicaf,unknown,unknown,unknown
17006,acgbxwragavjuyj,unknown,unknown,unknown
17007,I would like to buy a body do you have,Making Order,unknown,body
17008,do you still have a brown shirt,Check Availability,brown,shirt
17009,wc,unknown,unknown,unknown
17010,swfid,unknown,unknown,unknown
17011,cfckslmvlmvsdqq,unknown,unknown,unknown
17012,lmvzcl,unknown,unknown,unknown
17013,lmypkpcwxgifocu,unknown,unknown,unknown
17014,trok,unknown,unknown,unknown
17015,ibgoxdwre,unknown,unknown,unknown
17016,ocgvysckwpenhoawbga,unknown,unknown,unknown
17017,dlmqfjbie,unknown,unknown,unknown
17018,qdkqfahujjhiokg,unknown,unknown,unknown
17019,eojzxouesprqpkbfnw,unknown,unknown,unknown
17020,wgnbctexvnnnjswuby,unknown,unknown,unknown
17021,gijjsgzajrecy,unknown,unknown,unknown
17022,what about the purple chemise,Check Availability,purple,chemise
17023,bfyazyjotpefcp,unknown,unknown,unknown
17024,cyuklmstlmaef,unknown,unknown,unknown
17025,whs,unknown,unknown,unknown
17026,gxvujitbwup,unknown,unknown,unknown
17027,gubvvf,unknown,unknown,unknown
17028,lmlmspc,unknown,unknown,unknown
17029,rgnjuifyuvn,unknown,unknown,unknown
17030,prbpdui,unknown,unknown,unknown
17031,I want to take a short can i find,Making Order,unknown,short
17032,dlmvrcka,unknown,unknown,unknown
17033,is there a red pantalon,Check Availability,red,pantalon
17034,torirccxosppx,unknown,unknown,unknown
17035,wgefqjzbe,unknown,unknown,unknown
17036,tcgkwdfeftjec,unknown,unknown,unknown
17037,acqwxttrfgkbnvr,unknown,unknown,unknown
17038,oynbtproxfenw,unknown,unknown,unknown
17039,jjrhngnyk,unknown,unknown,unknown
17040,vkrolmxwkqasbe,unknown,unknown,unknown
17041,ppinytoycy,unknown,unknown,unknown
17042,pnlmsqrlmqpbdwuof,unknown,unknown,unknown
17043,some orange pullover,Check Availability,orange,pullover
17044,fdcehikrbxalmh,unknown,unknown,unknown
17045,euaft,unknown,unknown,unknown
17046,irwqyob,unknown,unknown,unknown
17047,xptznlmlmr,unknown,unknown,unknown
17048,lmxbihdebkefsufov,unknown,unknown,unknown
17049,bsi,unknown,unknown,unknown
17050,tgvwihhsig,unknown,unknown,unknown
17051,tqiywbp,unknown,unknown,unknown
17052,wezbgnjequpswkbszp,unknown,unknown,unknown
17053,ewkwjhwl,unknown,unknown,unknown
17054,qtfzjkoh,unknown,unknown,unknown
17055,hclmqzi,unknown,unknown,unknown
17056,gutxkzhnjgox,unknown,unknown,unknown
17057,nwquyyuqf,unknown,unknown,unknown
17058,ssqq,unknown,unknown,unknown
17059,what about the gray chemise,Check Availability,gray,chemise
17060,kndhqjf,unknown,unknown,unknown
17061,nyzlmfqiohrsrajzw,unknown,unknown,unknown
17062,yxtkhcthqsbtjlmvil,unknown,unknown,unknown
17063,pdpylmgqjkygx,unknown,unknown,unknown
17064,cpwuozoffavhnzlm,unknown,unknown,unknown
17065,hqzwggjvdgnqbr,unknown,unknown,unknown
17066,sgvgl,unknown,unknown,unknown
17067,skeszphuxf,unknown,unknown,unknown
17068,i am looking for a jacket,unknown,unknown,jacket
17069,ukppsvjzuowiabezw,unknown,unknown,unknown
17070,satej,unknown,unknown,unknown
17071,hzpitaidnp,unknown,unknown,unknown
17072,pkwjnvqpyxru,unknown,unknown,unknown
17073,ha,unknown,unknown,unknown
17074,rjwaor,unknown,unknown,unknown
17075,dzxlmrdkxdfrn,unknown,unknown,unknown
17076,fjnkkxtphihwk,unknown,unknown,unknown
17077,doyzvxjjtydzpxklmjj,unknown,unknown,unknown
17078,oetlmvvurxhdxndv,unknown,unknown,unknown
17079,zqqhtxdncdjdcyuxcka,unknown,unknown,unknown
17080,yfjhswqwp,unknown,unknown,unknown
17081,gsqlmgdd,unknown,unknown,unknown
17082,dsnkfforeqwhkwugihy,unknown,unknown,unknown
17083,is there available a purple jacket,Check Availability,purple,jacket
17084,spvyk,unknown,unknown,unknown
17085,uhnzxyrcxpeww,unknown,unknown,unknown
17086,cezarnjnaqvovekdg,unknown,unknown,unknown
17087,sowhedoqyiyxn,unknown,unknown,unknown
17088,lmsvnyoa,unknown,unknown,unknown
17089,kfacwpzqrbrlma,unknown,unknown,unknown
17090,tnngatg,unknown,unknown,unknown
17091,ihenrpc,unknown,unknown,unknown
17092,hylmifasg,unknown,unknown,unknown
17093,txby,unknown,unknown,unknown
17094,utqplmipogrlmgt,unknown,unknown,unknown
17095,uuedypgxpvvy,unknown,unknown,unknown
17096,kkjuevwwi,unknown,unknown,unknown
17097,fyjwgzf,unknown,unknown,unknown
17098,yjbxlmraikbsg,unknown,unknown,unknown
17099,what about orange dress,Check Availability,orange,dress
17100,ubdg,unknown,unknown,unknown
17101,ebjhyrjqvblmslmkhb,unknown,unknown,unknown
17102,bklmlmsqskhkyo,unknown,unknown,unknown
17103,I want to order a skirt do you still have,Making Order,unknown,skirt
17104,lmudkkpnvqgnvyf,unknown,unknown,unknown
17105,zdeavgo,unknown,unknown,unknown
17106,beavyxtdnsfqoprznpe,unknown,unknown,unknown
17107,ypklmwlmlmez,unknown,unknown,unknown
17108,xyrjzhfkwrtzlmefgdq,unknown,unknown,unknown
17109,jgwk,unknown,unknown,unknown
17110,vkbbjszwjwsdgidjwie,unknown,unknown,unknown
17111,do you have a short,unknown,unknown,short
17112,qbqfdgdcqf,unknown,unknown,unknown
17113,ndrpbhyvcpeprzkbslm,unknown,unknown,unknown
17114,elmcixvwcof,unknown,unknown,unknown
17115,qqiful,unknown,unknown,unknown
17116,glmyh,unknown,unknown,unknown
17117,is the purple hat expensive ?,Check Availability,purple,hat
17118,what about a purple shirt,Check Availability,purple,shirt
17119,lmdnfpapeov,unknown,unknown,unknown
17120,rnqxowlm,unknown,unknown,unknown
17121,I want to add a jeans i am looking for,Making Order,unknown,jeans
17122,tzqnvsqjwnlmrntiy,unknown,unknown,unknown
17123,dlmgbfuguw,unknown,unknown,unknown
17124,xenxfef,unknown,unknown,unknown
17125,tixxblmagfsu,unknown,unknown,unknown
17126,is there a yellow hat,Check Availability,yellow,hat
17127,ehalmgjsuqtpxw,unknown,unknown,unknown
17128,I need to order a body do you still have,Making Order,unknown,body
17129,nznzhuaeh,unknown,unknown,unknown
17130,qhsovieqy,unknown,unknown,unknown
17131,vxhgirfwqxxaexzbueb,unknown,unknown,unknown
17132,rduezklmqk,unknown,unknown,unknown
17133,I'd like to order a shirt i am looking for,Making Order,unknown,shirt
17134,gbjuhegqcdec,unknown,unknown,unknown
17135,gacdirqogpjgk,unknown,unknown,unknown
17136,ijfojqqkrvkxtit,unknown,unknown,unknown
17137,kjcbrah,unknown,unknown,unknown
17138,uavtqojjkyw,unknown,unknown,unknown
17139,bisinzh,unknown,unknown,unknown
17140,atderxyfdsdzxpnty,unknown,unknown,unknown
17141,lmaxdbcznwfndyjnrf,unknown,unknown,unknown
17142,jyvzzorfp,unknown,unknown,unknown
17143,tyvxbrwfhjpx,unknown,unknown,unknown
17144,I would like to order a chemise do you still have,Making Order,unknown,chemise
17145,ukdeiwhsgjvlmguxyac,unknown,unknown,unknown
17146,yxeffgxbtpewngoqvk,unknown,unknown,unknown
17147,bhssbxvwcdlmr,unknown,unknown,unknown
17148,prlmdjkyqwkwpniokhk,unknown,unknown,unknown
17149,yiypibznsyukjvpxfc,unknown,unknown,unknown
17150,dvuswdthvehj,unknown,unknown,unknown
17151,cylmubpbkcw,unknown,unknown,unknown
17152,dcribtrhyn,unknown,unknown,unknown
17153,lmlmphfnqkbsrl,unknown,unknown,unknown
17154,srp,unknown,unknown,unknown
17155,bzyentoaclmu,unknown,unknown,unknown
17156,kdtbbqjlmepjaf,unknown,unknown,unknown
17157,abp,unknown,unknown,unknown
17158,ecavptjr,unknown,unknown,unknown
17159,I want to take a body is there,Making Order,unknown,body
17160,gebfhejylmfc,unknown,unknown,unknown
17161,how much does a pink body cost,Asking for the price,pink,body
17162,gsbtorkgzhucahnh,unknown,unknown,unknown
17163,I'd like to add a shirt is there,Making Order,unknown,shirt
17164,tdbf,unknown,unknown,unknown
17165,svspi,unknown,unknown,unknown
17166,vgx,unknown,unknown,unknown
17167,pyqahcdk,unknown,unknown,unknown
17168,xxaklmn,unknown,unknown,unknown
17169,jvyhyexuika,unknown,unknown,unknown
17170,evzhpta,unknown,unknown,unknown
17171,zusctxna,unknown,unknown,unknown
17172,can i find a pink pullover,Check Availability,pink,pullover
17173,htvrvqy,unknown,unknown,unknown
17174,qxtkfgkdxpffbfgexip,unknown,unknown,unknown
17175,iwpddlmaioizvkatr,unknown,unknown,unknown
17176,zzabexkeahnroed,unknown,unknown,unknown
17177,uonatdgccscpwx,unknown,unknown,unknown
17178,saztfrhwhlmduba,unknown,unknown,unknown
17179,foqtubvbrckvdiwzz,unknown,unknown,unknown
17180,szrjvtzufgtojbvwxk,unknown,unknown,unknown
17181,uyrzk,unknown,unknown,unknown
17182,ftiarhfgu,unknown,unknown,unknown
17183,xhyiydqwskhxlmteri,unknown,unknown,unknown
17184,baroqdpgswtgeyxfsae,unknown,unknown,unknown
17185,fxxunvklmik,unknown,unknown,unknown
17186,piew,unknown,unknown,unknown
17187,kfeghctzutlm,unknown,unknown,unknown
17188,bdzozpazedknevbw,unknown,unknown,unknown
17189,xevug,unknown,unknown,unknown
17190,gclmubjowgvdja,unknown,unknown,unknown
17191,gxbcqblmgwekucokl,unknown,unknown,unknown
17192,kpp,unknown,unknown,unknown
17193,efdppsgrlmcrv,unknown,unknown,unknown
17194,vpyoyvrreuuc,unknown,unknown,unknown
17195,zrdobvhayvqonod,unknown,unknown,unknown
17196,dubahxf,unknown,unknown,unknown
17197,augd,unknown,unknown,unknown
17198,xtohojnozgrckzcqzb,unknown,unknown,unknown
17199,tjydbffwgrie,unknown,unknown,unknown
17200,jaatg,unknown,unknown,unknown
17201,zdurtthafbvoo,unknown,unknown,unknown
17202,pvykjbeocdr,unknown,unknown,unknown
17203,dfribpzt,unknown,unknown,unknown
17204,ivesjcyhugwawqigjh,unknown,unknown,unknown
17205,bccujrfj,unknown,unknown,unknown
17206,jhnpypkc,unknown,unknown,unknown
17207,bjh,unknown,unknown,unknown
17208,hcadzvyvvcr,unknown,unknown,unknown
17209,lmkwgagpfdwt,unknown,unknown,unknown
17210,gdrgbziptrneztzpiul,unknown,unknown,unknown
17211,lmochhauflmlmuod,unknown,unknown,unknown
17212,ovfxgpqlmukfxnxqt,unknown,unknown,unknown
17213,pgyfo,unknown,unknown,unknown
17214,dibini,unknown,unknown,unknown
17215,fvpguvoaykdqfqr,unknown,unknown,unknown
17216,dsbsae,unknown,unknown,unknown
17217,i am looking for a white dress,Check Availability,white,dress
17218,I need to take a pantalon do you have,Making Order,unknown,pantalon
17219,elmjgipxxkgd,unknown,unknown,unknown
17220,do you have a olive jeans,Check Availability,olive,jeans
17221,qwdxxykhpsaui,unknown,unknown,unknown
17222,ynasff,unknown,unknown,unknown
17223,sgxeco,unknown,unknown,unknown
17224,eudggpxkufvvo,unknown,unknown,unknown
17225,tzend,unknown,unknown,unknown
17226,some brown shoes,Check Availability,brown,shoes
17227,is there a black shoes,Check Availability,black,shoes
17228,what about blue dress,Check Availability,blue,dress
17229,ryzxsblmcxjx,unknown,unknown,unknown
17230,tbgjyhoev,unknown,unknown,unknown
17231,bhidyaivg,unknown,unknown,unknown
17232,gqqyoxcyyabbzl,unknown,unknown,unknown
17233,yhovqportfvoq,unknown,unknown,unknown
17234,ukhnb,unknown,unknown,unknown
17235,ygwbk,unknown,unknown,unknown
17236,jqbhepowaz,unknown,unknown,unknown
17237,tbnjckl,unknown,unknown,unknown
17238,qtbggubyql,unknown,unknown,unknown
17239,I is playing a game,unknown,unknown,unknown
17240,ufdzlmuxcbt,unknown,unknown,unknown
17241,cdcqqi,unknown,unknown,unknown
17242,vnziezxbujixhovr,unknown,unknown,unknown
17243,dttsgapzcdcjs,unknown,unknown,unknown
17244,rdsyvyalmquwcyj,unknown,unknown,unknown
17245,wqjytwjlmahnnkw,unknown,unknown,unknown
17246,dcbsznkhu,unknown,unknown,unknown
17247,wxtadkx,unknown,unknown,unknown
17248,psifi,unknown,unknown,unknown
17249,what about the shirt,unknown,unknown,shirt
